,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
476,Responding to Negative Reviews,Amazon Specific,['Reviews & Customer Service'],grant,Thanks Rick! I will make sure to implement this!,2,207,6
477,Brand Registry Registered Agent Issues,Amazon Specific,[],Mitch,"Our first brand is trying to add us as a registered user but we keep getting the below response from the cases they are creating. The weird thing is that they keep saying the email is associated with multiple accounts and they don’t allow multiple accounts with a specific email. Also, they keep saying to create a new account with Brand Registry but every time I talk to the regular Seller Central support department, they tell me to definitely not create a new account. Can you shed some light on what needs to be done? Do I need a new brand registry account for each brand we work with?
Greetings from Amazon Brand Registry Support,
Thank you for contacting us. I am John Daniel and I will be assisting you.
I understand that you would like to add the role of Registered Agent for brand ‘xxxxxxxxxx’ to the account associated with ‘xxxxxxxxx’.
On checking, I see that the email address ‘xxxxxxxxx’ is associated with multiple accounts in our database. Unfortunately, we cannot process role assignment requests for email address that have multiple accounts associated with it.
In order to have access to Brand Registry, we recommend that you create new Brand Registry account using a new email address after which it can be added as a role.
Brand Registry account creation link https://brandservices.amazon.com
Once the above step is followed and a brand registry account is created, please follow the same procedure as on this case to raise a request of “Updating role or add a new user to account”. This will help us process the role assignment.
Your understanding on this issue are appreciated.
Have a wonderful day!",0,131,1
478,Brand Registry Registered Agent Issues,Amazon Specific,[],Mitch,"@jdsbls0410 There have been several strange stories I’ve heard from sellers using the Brand Registry program of late.  Unfortunately, I don’t have a great answer from this and don’t want to give you bad advice or false information.  I would just keep hounding Amazon until they give you exact instructions on what you need to do.  It sounds like they want you to create a new email within your company domain but I’d be sure that’s what they are looking for before you tie it to the account.
Sorry I couldn’t be more help.",0,131,1
479,Working with a prep center,Amazon Specific,['Inventory Management'],twentyfoursevenagent,"Hi all. Does anyone make their prep center sign an NDA?
The prep center I’m talking with disclosed to me that they are active booksellers in Amazon, but that’s it. They don’t sell anything else or in any other categories.",0,155,3
480,Working with a prep center,Amazon Specific,['Inventory Management'],twentyfoursevenagent,We have not had our prep center sign an NDA.  I did have a little concern with this in the beginning but we have been using the same prep center for over a year and had absolutely no trouble or concern that they or another seller using this prep center is getting information and using it against us.,0,155,3
481,Working with a prep center,Amazon Specific,['Inventory Management'],twentyfoursevenagent,"I’ve run a prep center since 2013 and although I’ve been asked about an NDA, I’ve never needed to sign one once a customer understood that we are focused on speedy delivery of prep, pack, and ship services and not on identifying products to sell.
However, we’ve been asked by potential and existing customers for a tour of our facilities and have always said no. We’ve done this because we want to protect our existing customers and be sure that competing Amazon sellers never see their inventory.",0,155,3
482,Working with a prep center,Amazon Specific,['Inventory Management'],twentyfoursevenagent,Thank you all for the feedback.,0,155,3
483,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"My product is shown as “sponsored” with PPC, when i have the buy box correct?? And Amazon gets paid only if your product is showing up as sponsored and they click on it correct?? If these two things are corrected then one must think Amazon wants your PPC product to be shown more than the other sellers of this product that doesn’t do PPC, than that should mean that you will get the buy box more???",11,323,11
484,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"
Yes, the you must have the buy box for your sponsored product to show as sponsored.
Yes, Amazon charges the PPC fee each time the Sponsored listing is clicked.
I do not think the buy box rules include PPC consideration.  See https://sellercentral.amazon.com/gp/help/G37911 7 for details on the buy box process.
",11,323,11
485,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,So a good or bad idea?? Brand owner wants to do PPC along with me doing PPC. We are the only two on the listing.,11,323,11
486,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"Unless you are investing in the relationship for other opportunities, PPC spending should be rationalized the same way you would for your own product.",11,323,11
487,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,Looking to establish a long term wholesale relationship with brands,11,323,11
488,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,Spend up to the amount of your Gross profits.,11,323,11
489,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,My ACOS is around 15% on most of my products.,11,323,11
490,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"@BetterLifeSales That is true, you must have the BuyBox for your PPC ad to be shown, this increases your Buy Box percentage. I believe some sellers have seen as much as a 20-30% lift in Buy Box percentage.
I would highly discourage two sellers running PPC on the same product. This means that for the same keyword you are competing. For example: if seller A and seller B are both bidding on “tooth,” then the cost will be higher per click since there is more competition for the keyword.
I would recommend offering to run PPC on your account using either a percentage of gross profit, or offering to use PPC to lift sales (potentially risking an unprofitable ACOS, but lifting rank/sales/visibility) and splitting the PPC cost with the brand.",11,323,11
491,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,Mitch is 100% correct regarding the competing keywords.  You can quickly increase the cost of a keyword and make that campaign no longer profitable in some cases.  We have taken the approach with 2 of our brands that we run all PPC and AMS and split the bill at the end of the month.  While the math does not work out to 50/50 we agreed that this is the best approach for the brand.  Hope that helps a little,11,323,11
492,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"If i have a Brand Owner that is running PPC while I’m running it also and i want to tell them that i would run it and they would not have to. They don’t want to get rid of their PPC because they say that they will lose direct sales. Could I convince them, that me doing PPC alone will still generate organic traffic to them?",11,323,11
493,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"@BetterLifeSales I’m not 100% sure that I am following the question but they should understand how listings and buy boxes work if they are running their own PPC.  They should also understand that they will benefit from PPC whether they are running it, or you are running it.  If they don’t, you should explain that the listing gaining traffic and visibility from your campaign will help increase both of your sales.
From the sounds of it though, you need to convince them that you can run a more profitable and successful campaign than they can.  Offer to take a look at their advertising statistics.  See what they are doing right and wrong and set up a call to discuss.  If you have had some success with PPC for other brands, create a case study to present to them.",11,323,11
494,PPC and the Buy Box,Amazon Specific,['PPC'],Mitch,"@BetterLifeSales I would ask them what they mean by direct sales.  Yes the brand owner’s buy box percentage will be higher while running PPC if that is what they mean.  If the brand owner is savvy to the platform, you need to convince them that you are more accomplished in PPC campaigns and that both parties will benefit from you being the one running it.  If they want it to come from their account, offer to manage the campaign(s) from their account.",11,323,11
495,"How to Find and Hire Well Trained VA for AMAZON (back end work, listing, support, reimbursements)",Amazon Specific,['Inventory Management'],LizD,"How to Find and Hire Well Trained VA to help us manage AMAZON work.
I am referring to work related to “back end work, listing, support, reimbursements, etc.”
We are well established business and currently use our full time staff who manages everything here form our US office (we are based in St. Louis, MO)
Thanks
Shawn Chhabra",3,131,1
496,"How to Find and Hire Well Trained VA for AMAZON (back end work, listing, support, reimbursements)",Amazon Specific,['Inventory Management'],LizD,"Shawn,
Occasionally you’ll find VAs who have done similar work in the past, usually those being let go by another Amazon seller. I would look (or post) in this forum (you already have!) and any related FB groups.
That said, we always like to hire our own and train them so that we have them do the work in the way we’d like. Granted, our “training” is pretty easy since we just assign them workflows using our SOPs. We also have SOPs we run for the entire hiring process. We usually hire from onlinejobs.ph.
Best,
Liz",3,131,1
497,US based warehouse/prep center?,Amazon Specific,['Product Prep'],gianmeliShanghai,"Hello! Anyone can recommend a reliable warehouse/prep center that I can use as a commercial address to register wholesale accounts and doing labeling/repacking?
Possibly at a good price 
Btw, do you use only one prep center for any supplier or you choose different pre centers based on which one is closer to the supplier?
Thank you!",0,0,0
498,Hasmat Approval,Amazon Specific,[],Pauline,Would anyone that has been approved for the HASMAT program be able to give me some pointers on what is needed and what to expect during the approval process?,1,244,11
499,Hasmat Approval,Amazon Specific,[],Pauline,"I applied and I got response that says, we are no longer taking applications but you will be put on the “waiting list”.  A couple weeks later I got a notice saying you have been approved to the HAZMAT program and can now sell products that are “HAZMAT”.",1,244,11
500,Hasmat Approval,Amazon Specific,[],Pauline,When I applied I also received that Amazon was no longer taking applications.  I continued to let them know that I was interested and when the application process re-opened I was approved.,1,244,11
501,Hasmat Approval,Amazon Specific,[],Pauline,"Hazmat Approval is fairly simple. It is invite only, as far as I am aware. It is just an application and the Amazon team will get back to you on it.",1,244,11
502,Hasmat Approval,Amazon Specific,[],Pauline,"I have a related question. I have a limited approved for Hazmat products, but can’t locate a shipper who can transport these items to an Amazon Warehouse. USPS, FedEx and UPS do not accept Hazmat shipments. So what shipper is available for domestic Hazmat shipping?",1,244,11
503,Hasmat Approval,Amazon Specific,[],Pauline,Check this site out.  They may help.   https://www.freightcenter.com/quote/Index/ 8,1,244,11
504,Hasmat Approval,Amazon Specific,[],Pauline,Douglas;  I have been able to ship hazmat items like aerosol cans.   Choose USPS parcel select/ground or Fed Ex Ground and be sure to use all the proper markings revealing the hazard.   Hope this helps.,1,244,11
505,Hasmat Approval,Amazon Specific,[],Pauline,"With respect to the HazMat approval you’re talking about, does this include the “FBA” for HazMat? We were approved for HazMat, but told by Amazon that the HazMat FBA is not taking any more sellers/products. Our competitors are selling similar products via FBA because they applied longer ago, so it’s difficult to compete with them.",1,244,11
506,Hasmat Approval,Amazon Specific,[],Pauline,"One thing to keep in mind with Hazmat that we learned after a long time of shipping hazmat is that Amazon’s definition of Hazmat and carriers like UPS/FedEx are different at times.  Many items that we sell as Hazmat items on Amazon are not actually recognized as Hazmat by the carrier.   I would speak to your carrier partner to understand how they define Hazmat, so you are not paying more than you should for shipping into AMZ.
We do sell our Hazmat items FBA",1,244,11
507,Hasmat Approval,Amazon Specific,[],Pauline,"Ben, when is the most recent time you were able to get a HazMat product into FBA? I’m wondering if if we should reach out to Amazon again to see if they would accept our product now?",1,244,11
508,Hasmat Approval,Amazon Specific,[],Pauline,"Pauline
There is a couple scenarios that happen.  From our experience Amazon has items they identify as Hazmat and are never allowed FBA ( we have only had this happen on 2-3 items) and then the bulk of the items we sell are available to sell FBA if you are approved for Hazmat.  Many items we run across get flagged as hazmat and they are not, so we submit a case with proper documentation and can get them out of hazmat.  (SDS sheets etc)
We have listed and sold new Hazmat items FBA as of last week.
Hope that helps",1,244,11
509,Hasmat Approval,Amazon Specific,[],Pauline,"Hi Ben,
It does. I went back to the Amazon seller guidelines and reminded myself that our product is a Category 1 hazmat so is prohibited from FBA.
Pauline",1,244,11
510,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Hi Trent,
We are in the process of opening a store front and are not really sure whether to make it niche specific or a general store that can sell health, household, beauty, electronics… the question is how do we go about in making it a general store? don’t brands want you to see niche a specific store? for example a shoe brand would want to see a shoe store or a beauty brand would want see a beauty store, however we are trying to get into multiple profitable categories and want to use the store to open the accounts since most brands require brick and mortar. I remember you mentioning that you will have a store in your new building and I assume you’ll use that to open accounts too! how will you go about in different categories if the store is not niche specific?
The other option would be to open a distribution company to buy from brands as “distributor” like many people are doing nowadays to get the quantities they need…
what do you think??
Your reply is appreciated.
Thank you",0,234,6
511,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,"If you have a niche-specific focus (a good idea), then you should have a niche-specific store. Otherwise, a general store will do. Remember, most of the reps that visit you are FAR more interested in “ticking the box” so they can sell you stuff and get their commission than they are on being their company’s compliance dept.",0,234,6
512,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Hi Trent,
I also noticed many sellers establishing “distribution” companies in order to qualify for buying higher quantities and deeper discounts what do you think about that? They call themselves distribution companies while all they are really doing is buying more than avg resellers at deeper discounts and selling the items directly on amazon…",0,234,6
513,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Hey @Trent-Admin I would appreciate a reply regarding the above as well as the questions below:
Does having a store front limit the discounts compared to having a distribution company?
Does having a store front limit the quantities that can be purchased compared to having a distribution company?
I noticed that many brands dont offer deeper discounts and or higher quantities if you have a storefront…
your reply is appreciated
Thank you",0,234,6
514,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Ridethewave
I know the question was addressed to Trent, but I will put a little of my feedback out if it helps at all.  I have been on the brand side and on the distribution side in my career.  Being “distributor” has many different meanings and there are distributors of all different sizes depending on the industry etc.
In my experience volume dictates discounts and price not definition.  Typically a distributor gets a better price because they buy in larger volume and sell to other businesses, but with many brand a truck load is a truck load and they will price it the same.  We do not call ourselves a distributor in any way as we do not distribute product to other companies.  Some brands want regional distributors and will then want you to be able to warehouse and sell products to other companies.  This is not a bad model if you’re able to execute it.    At the end of the day if you can purchase significant volume you should be able to negotiate discounts with almost any brand.
Hope that helps",0,234,6
515,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,Hi @Ben Thanks for the input but if you are not a “distributor” in their system they will not give you the volume you are looking to buy or is that not the case?,0,234,6
516,When trying to open wholesale accounts?,Amazon Specific,['All Other Amazon Related Issues'],Ben,In general I don’t think that is true.  For most brands volume is volume.  You don’t need to be a distributor to buy large volumes of product.,0,234,6
517,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,"We bag most products.  This seems like an opportunity to add a product insert.
What are the best practices for the use of product inserts on FBA units?
Thanks,
Rick",1,190,7
518,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,@Rick Product inserts are against TOS. If Amazon finds them they can close or suspend your listing or account. I would highly discourage this.,1,190,7
519,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,Are inserts that have information about the product and tips for usage without any marketing against TOS?,1,190,7
520,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,It has to be from the manufacturer and have no personal branding and cannot mention other products.,1,190,7
521,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,You’re not supposed to lead customers off Amazon with product inserts. But it’s certainly an area I’ve seen a lot of brands step into the grey area…,1,190,7
522,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,"We personally use 2-3K inserts each month.  They all add value to the item being purchased and/or drive customer back to Amazon to purchase a like item within the same brand (different flavor, color etc).  I am in no way saying it is or is not against TOS, but we have sent out lots of inserts without any trouble.",1,190,7
523,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Hey Ben,
Thanks Ben.   I do similar inserts at half the volume.   I have been using a personal note format.  I may change to a “Product Information” sheet.   I have used links in some of the inserts but removed them because I thought that Amazon may read them as marketing.
How do you drive your customers back to Amazon?
Do you use any of these methods?
Reference to the product name
Reference to the ASIN
Full Link to the listing
Full Link with your seller id
Full Link with an Amazon Associate ID
A short link to one of the above.
An Amazon Associate short link
Would sending the insert information to customers via email be as effective?",1,190,7
524,Product Inserts Best Practices,Amazon Specific,['All Other Amazon Related Issues'],Ben,"Rick
We have a couple different inserts we use for different situations and brands.


Brand Story - Tells the history about the brand and some cool images of founders etc.  This has an email address on it also, but not other link info.  Email is just a support email for any problems.


Cross Selling - Images of the other flavors or types we sell of in the same line.  Typically No link, no coupon code etc.  From time to time we do a direct call to action with a link (driving back to Amazon), but not always.  Sometimes we do for new item launches etc.   We realize this does not allow us to always track the ROI but believe it is worth the nominal expense.


Reach out we want to meet you!  This is a card that has some cool social proof / lifestyle photos that highlight a Facebook, Intragram link etc.


I would add that many of these tactics are not designed to directly drive sales transactions, but to add more value to the brand and create the halo effect that drives future sales on Amazon.",1,190,7
525,Have you heard from this guy?,Amazon Specific,[],Trent-Admin,"Have you received a message like this? Seems to me that this is a huge violation of TOS and a great way to get suspended - if you get caught.
",1,222,2
526,Have you heard from this guy?,Amazon Specific,[],Trent-Admin,What did you find out?,1,222,2
527,Have you heard from this guy?,Amazon Specific,[],Trent-Admin,He gave me some BS answer and I reported him to jeff@amazon.com,1,222,2
528,Launching A New Product,Amazon Specific,[],Laura,"I’ve just started working with a brand that has some promising products. At the same time, they’ve just landed a licensing deal with a well known brand and now they’re planning to launch a new line of products.
I’ve been an FBA seller for a few months - only - and I’m not inclined to shy away from this opportunity. The little I’ve read regarding product launches leads me to believe it’s important to get the launch right, otherwise there’s a risk that the brand/products will take a long time to reach their full potential, if ever.
From the brand’s perspective, their plan seems to be “hey, we’ll work with a few sellers on this new line, give them some great content, and we’ll really blow it out…” I’d like to do better than conjure up some happy thoughts and hope for the best.
Any suggestions on how to proceed would be very welcome!",1,123,1
529,Launching A New Product,Amazon Specific,[],Laura,"Launching a new product can be very difficult. If you want to get your foot in the door, think about what you can offer them. PPC would be a good idea, because it can really help a launch and it will only work if you have the Buy Box.",1,123,1
530,High Volume Oversized Split Shipments,Amazon Specific,['All Other Amazon Related Issues'],Kwon,"Looking for optimal workflows and methods to keep costs low for oversized split shipments.
Thanks ahead!",0,0,0
531,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,"QUESTION:
We received 2 Received Intellectual Property Complaints last week. This is a company that we work directly with and sell about 7 other SKUs of theirs.
We filled an appeal that included 2 previous order receipts and also an authorization letter from the President of the company.
Then I just got the notice that it was rejected today.
Any advice or tips would be great. Thank You",0,542,6
532,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,"So my assumption is that you contacted Amazon and they rejected your claim?
My question is whether the brand owner knows that you are selling on Amazon or not? If they do and you order directly from them then why don’t you reach out to the brand contact? I know there is a way for the BO to retract their claims and we have successfully done that in the past",0,542,6
533,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,We have and they also had it filed against them.  We even provided 2 previous orders and an authorization letter.,0,542,6
534,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,"We have had the same issue on a product direct from the brand owner, which is 1 of10 products purchased directly from them. 50 units quarantined on April 18th.  I have now filed 8 appeals to Amazon, each containing a Letter of Authorization from the brand also confirming that there is no IP infringement in relation to the specific SKU in question. They confirmed that they never raised this IP infringement, so my question is, who the hell else is entitled to raise an IP infringement case against me as a seller, if they are not the IP rights holder themselves???
I have sent in a very strong letter a week ago and have not had a response yet. If it is successful, I’ll let you know what it was.",0,542,6
535,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,@donaldo- You are telling me that the brand themselves received an IP claim?,0,542,6
536,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,@Steve - Sometime authorized brand agent can file IP claim on behalf of the brand via brand registry. My guess is that is how the brand doesn’t know about it. Did you try to get the brand registered?,0,542,6
537,We received 2 Received Intellectual Property Complaints,Amazon Specific,['All Other Amazon Related Issues'],Laura,"@donaldo It sounds like the Brand is not Brand Registered, or if they are then one of their Brand Registered Agents are reporting them. This is going to be a struggle with Amazon, because it is likely that you will need to get Amazon to accept the Brand you are working with as the Brand Owner.",0,542,6
538,What forms of advertising can you perform on Amazon?,Amazon Specific,['PPC'],Laura,"What forms of advertising can you perform on Amazon? Also, how do you decide when and what products to use them on?",0,154,1
539,What forms of advertising can you perform on Amazon?,Amazon Specific,['PPC'],Laura,"You can run many types of Amazon PPC for your listings or products. The most common would be Sponsored Product Ads, these are advertisements based on search terms. This is the type of advertising that you have the most control over and the most direction over your spend.
You can also run Product Placement Ads, which are advertisements under the Buy Box of other listings. This can very easily be very expensive, but is best if you have a list of direct competitors.
Finally, there are Headline Search Ads which are run on keywords but will appear at the top of the search results. This is by far the most expensive type of advertisements, but is best if you are looking to increase brand loyalty.",0,154,1
540,Improve Brands listings (wholesale),Amazon Specific,[],Laura,"Hello! Anyone knows how to modify an existing listing of a brand? (images, text, title, etc)?
Can I do it directly or only the company who first opened the listing can do that?
Anyone is helping brands to improve their listings?",0,261,3
541,Improve Brands listings (wholesale),Amazon Specific,[],Laura,"@gianmeliShanghai You can modify Product Listings that you are currently selling on. However if you are not brand registered or the brand owner, it can be common for your listing to revert once you run out of stock.",0,261,3
542,Improve Brands listings (wholesale),Amazon Specific,[],Laura,"Thanks for your answer.
When I modify the listing, will that modify it for all sellers (thus benefiting all) or only when I have the buy box?
I’m talking about the wholesale model so I’m not the brand owner.
I would like to understand if I can tell the brand owner or distributor that I could help them improve their listing (pictures and text) perhaps for free in order to sell the products for them.",0,261,3
543,Improve Brands listings (wholesale),Amazon Specific,[],Laura,"@gianmeliShanghaiIf you modify the listing and your changes are accepted by Amazon then it changes the listing across the whole platform.
Even if you are doing the wholesale model, a brand can make you the brand owner or sign you up to be a brand registered agent under Brand Registry. This helps you update listings, and helps make sure that your changes stay posted.
You can offer listing optimizations as a part of your value ads, we recommend it.",0,261,3
544,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,I would like some feedback on restocking software?  I am at the point where I may need it. I currently use the amazon inventory planning tool.  Is this enough or are many of you paying for a 3rd party service?,1,743,9
545,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,"Hi @scottschmitz,
We use Seller Legend for our main inventory management tool and it is one of the most useful pieces of software that we use.  It allows you to calculate sales velocity over the last 7 days, 30 days, or any period of time you wish.  It also calculates gross profit after you enter in COGS for each item so you can quickly see how much money you grossed yesterday or over a span of time.  You can check out the features page 4 to see all the program can do.
If you have under 300 SKUs and less than 2,500 orders per month, than it will cost you $49.99/month.  You can likely find cheaper inventory management tools but I highly recommend looking into Seller Legend to see if it fits your needs.
Best,
Mitch",1,743,9
546,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,Right now we are experimenting with InventoryLab.,1,743,9
547,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,"Hi @Mitch,
Does Seller Legend allow you to input supplier and track sales and margins that way?
Thanks,",1,743,9
548,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,@APlusSeller Absolutely.  You can check overall stats on the brand or see all SKUs from the brand broken down on one screen.  It’s reporting abilities are very nice.,1,743,9
549,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,Does Seller Legend allow you to create purchase orders that you can send to your suppliers with your companies details on it?,1,743,9
550,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,@scottschmitz I could have sworn at one point they had a purchase order function but I am unable to find it now.  I’ve forwarded your question to the Seller Legend support team so we’ll see what they say about it.,1,743,9
551,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,"@scottschmitz they do not currently offer the ability to create purchase orders within Seller Legend but it is something they are working on.  Support gave me a link to their development road map 4 if you want to take a look.
Support also said:

“We provide a free 21 day trial where we on-board  3-months of user’s order history , this gives trial users access to all the features we offer and can be cancelled any time in case they change their mind”

I’d recommend doing some free trials to figure out which restocking software best fits your needs.  As far as purchase order creation goes, we use Xero.",1,743,9
552,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,Use Seller legend also is great tool for restocking and knowing profit margin.  Today was experimenting Amazon Seller Central and set it to what I have in Seller Legend restocking. Amazon have set to  21 days of stock with 2 weeks to get to Amazon from manufacturer.  Seller Legend have 7 days with 3 safety days.  Amazon was exact as seller legend  almost identical.  One or two off sometimes but was amazed how close it was Seller Legend.  Maybe something to look into.,1,743,9
553,Restocking Software?,Amazon Specific,['Inventory Management'],scottschmitz,"thank you, i am going to use the seller central tool for now as I have another software for tracking the business profit.",1,743,9
554,Manufacturer Barcode Tracking?,Amazon Specific,['Inventory Management'],MBahe,"QUESTION - When Amazon says that a product is “illegible for manufacturer  barcode tracking”, does this mean that we don’t have to apply FNSKU stickers and case use the UPCs already present on the products?
I’m curious because if that’s the case it would make processing inventory MUCH quicker.
Thanks in advance,
Matt",3,183,3
555,Manufacturer Barcode Tracking?,Amazon Specific,['Inventory Management'],MBahe,That means that you HAVE to use their stickers.,3,183,3
556,Manufacturer Barcode Tracking?,Amazon Specific,['Inventory Management'],MBahe,@MBahe @APlusSeller is correct! This means that you have to use Amazon’s FNSKU stickers. The risk of using Manufacturer barcodes in general is then there is no way to make sure your inventory is not getting commingled.,3,183,3
557,Manufacturer Barcode Tracking?,Amazon Specific,['Inventory Management'],MBahe,"Thank you! That’s what I gathered from one of the rambling Amazon threads, but I just wanted to confirm.
I was hoping to save some time, but I guess in the grand scheme of things a couple hours a month isn’t too bad right now.
Appreciate the responses. ",3,183,3
558,Exclusive Brand Seller via Wholesale,Amazon Specific,['All Other Amazon Related Issues'],Laura,"Good afternoon -
I’m new to the platform and I want to thank everyone in advance for your input and insights.
My question: When you begin to sell exclusively for a brand on AMZ – Do they give you permission or license to use their trademark and thus you become the ‘brand owner’ on AMZ? What would you need from the brand in order to clear the hurdles in Brand Registry?",1,169,1
559,Exclusive Brand Seller via Wholesale,Amazon Specific,['All Other Amazon Related Issues'],Laura,"You have to apply to be a brand registered agent on amazon. The brand owner is the party that owns the trademark. If you do not own the trademark, then you need to assist the brand to get registered then have them add you as a brand registered agent. If the brand adds you as a registered agent, you do not need to supply any documentation to amazon.",1,169,1
560,When to Pull Fulfillable Amazon FBA Inventory?,Amazon Specific,[],scottschmitz,"I have a fullfillable product in Amazon FBA inventory.  MAP violators have caused my sales to come to a halt.  The company I work with is trying to deal with the problem, but this is quite the time consuming process, so I’m told.  At what point do you pull the product?  When I’m close to long term storage fees?  or ride it out and wait for relief?  Most of the margin will disappear if I pull it and resend it later.  Pull it and change it to Merch fulfilled until MAP issues have been resolved?   What does everyone else do?",0,144,3
561,When to Pull Fulfillable Amazon FBA Inventory?,Amazon Specific,[],scottschmitz,"We have a Long Term Storage Fees checklist in WEBS if you purchased the Professional version… and use that to help make the decision. If getting product returned will kill margin, we approach the supplier and make a case that we should be able to match current pricing since they can’t maintain MAP… it does depend on your relationship with the supplier of course, and on whether you have an exclusive relationship with them.",0,144,3
562,When to Pull Fulfillable Amazon FBA Inventory?,Amazon Specific,[],scottschmitz,Great ideas.  Thank you for your help!,0,144,3
563,When to Pull Fulfillable Amazon FBA Inventory?,Amazon Specific,[],scottschmitz,"MAP has always baffled me.   What they should call it is what it is.  PRICE FIXING!  I am actually ok with this concept but would rather the truth be told than trying to kid ones self.  I have lived in the former Soviet Union.  They had the same thing over there.  Just it was the GOV that set the pricing, not the companies.  All in all.  Not much difference.",0,144,3
564,Glossary of Terms for Newbies (Noobs),Amazon Specific,['All Other Amazon Related Issues'],Kane,I am completely new to the Amazon Selling lingo and don’t understand a lot of the jargon here. May we create a glossary of terms page for noobs like me?,0,163,3
565,Glossary of Terms for Newbies (Noobs),Amazon Specific,['All Other Amazon Related Issues'],Kane,"Hey Kelly!
Are you referring to jargon inside the WEBS templates? Or in some other area?",0,163,3
566,Glossary of Terms for Newbies (Noobs),Amazon Specific,['All Other Amazon Related Issues'],Kane,Honestly its in a lot of places. I will post a few of the new words as I come across them. thanks for your response.,0,163,3
567,Glossary of Terms for Newbies (Noobs),Amazon Specific,['All Other Amazon Related Issues'],Kane,Ok sounds good!,0,163,3
568,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,"Hi everyone,
Like the title suggests, does Amazon share the buy box? Let’s say I have my products listed as FBA.
Thank you in advance!
Cheers,
David",0,222,7
569,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,Very rarely.,0,222,7
570,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,"Sometimes.
I don’t compete with Amazon much anymore, but when I did I’d look at keepa to see if there was evidence. If the Amazon price is steady and the number of sellers fluctuates a fair bit they probably share. If there’s a steady stair step down, I interpret that as a repricer trying (and failing) to get the buy box. Of course Amazon can change their system at any moment, so proceed with caution.",0,222,7
571,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,In my experience no.  I have tried setting my price the same as amazon and never sold anything.  I have had to go a penny less then Amazon to get the buy box.  I usually sell out my stock in a day or two then close my listing.,0,222,7
572,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,Thank you everyone! Doesn’t seem like it is worth the effort to sell when Amazon got the buy box.,0,222,7
573,Does the buy box gets shared with items sold by Amazon?,Amazon Specific,['All Other Amazon Related Issues'],Steve,Keep in mind: Amazon is not a great “seller.” You can compete with a lower price and/or a good relationship with the brand!,0,222,7
